contigName	contigLen	totalAvgDepth	scaffolds.fasta/DRR310871_R1.fastq.gz.bam	scaffolds.fasta/DRR310871_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310872_R1.fastq.gz.bam	scaffolds.fasta/DRR310872_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310873_R1.fastq.gz.bam	scaffolds.fasta/DRR310873_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310874_R1.fastq.gz.bam	scaffolds.fasta/DRR310874_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310875_R1.fastq.gz.bam	scaffolds.fasta/DRR310875_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310876_R1.fastq.gz.bam	scaffolds.fasta/DRR310876_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310877_R1.fastq.gz.bam	scaffolds.fasta/DRR310877_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310878_R1.fastq.gz.bam	scaffolds.fasta/DRR310878_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310879_R1.fastq.gz.bam	scaffolds.fasta/DRR310879_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310880_R1.fastq.gz.bam	scaffolds.fasta/DRR310880_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310881_R1.fastq.gz.bam	scaffolds.fasta/DRR310881_R1.fastq.gz.bam-var	scaffolds.fasta/DRR310882_R1.fastq.gz.bam	scaffolds.fasta/DRR310882_R1.fastq.gz.bam-var
NODE_15262_length_163_cov_2.000000	163	5.9808	5.8462	0.3077	0	0	42.4615	0.2692	0	0	21	0	0	0	0	0	0	0	0	0	0	0	2.4615	0.7692	0	0
NODE_15263_length_163_cov_1.981481	163	23.7821	21.3077	13.8974	5.5385	1.2692	34.6154	200.5898	20.9231	58.5769	9	9.3333	52.3846	342.923	37.7692	133.5256	50.6923	162.2308	32.8462	88.141	13.8462	25.4744	0	0	6.4615	6.6026
NODE_15264_length_163_cov_1.796296	163	3.1795	5.4615	0.7692	0.9231	1.0769	2.8462	1.8077	0	0	0	0	1	0	4	0	0	0	2	0	0.3077	0.2308	19.3077	0.3974	2.3077	0.2308
NODE_15265_length_163_cov_1.629630	163	16.0833	16.3846	1.0897	5.3077	0.5641	10	0	32.8462	1.8077	3	0	46.3846	4.9231	7.6154	0.9231	2.7692	0.1923	56.4615	27.1026	7.3077	0.5641	1.9231	0.0769	3	1
NODE_15266_length_163_cov_1.009259	163	1.359	3	0	0	0	0	0	2	0	0	0	0	0	2	0	1.8462	0.3077	5.4615	1.1026	0	0	0	0	2	0
NODE_15267_length_163_cov_0.703704	163	2.2179	7.3077	0.5641	0	0	2	0	0	0	0	0	1	0	9.3077	0.5641	0	0	3.7692	1.0256	0	0	2	0	1.2308	0.1923
NODE_15268_length_162_cov_4.411215	162	3.9514	4	0	2	0	9.8333	0.1515	0	0	3.4167	1.3561	4.3333	0.6061	14	0	0	0	8	0	1.8333	0.1515	0	0	0	0
NODE_15269_length_162_cov_3.668203	162	1.0278	11	0	0	0	0	0	0	0	0	0	1.3333	0.9697	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15270_length_162_cov_3.317757	162	7.1319	14.5833	1.7197	1	3.2727	1	5.4545	2	0	0	0	5	0	12	0	0	0	9.1667	0.1515	12	0	28.8333	0.3333	0	0
NODE_15271_length_162_cov_3.258065	162	10.25	8	0	5	0	5	0	3.6667	0.2424	20	0	23.3333	0.2424	32	0	0	0	16	0	4	0	1	0	5	0
NODE_15272_length_162_cov_2.598131	162	6.0764	5.25	2.9318	0	0	0.8333	1.0606	12.6667	322.606	0	0	14.4167	75.7197	10.6667	252.4242	0	0	18.5833	105.9015	5.5833	20.8106	0	0	4.9167	17.7197
NODE_15273_length_162_cov_2.576037	162	5.1875	8.6667	0.6061	0	0	0	0	4.6667	0.9697	0	0	2	0	11	0	5	5.4545	7.6667	0.6061	17.25	0.75	3.1667	0.1515	2.8333	2.3333
NODE_15274_length_162_cov_1.981308	162	7.5278	8	0	3	0	0	0	0	0	18.3333	0.2424	1	0	14	0	0	0	16	0	26	0	3	0	1	0
NODE_15275_length_162_cov_1.925234	162	8.9375	14.4167	0.6288	0	0	15	0	8	0	1	0	17.8333	0.5152	24.1667	5.9697	17	5.4545	6.1667	0.697	2	0	1	0	0.6667	0.9697
NODE_15276_length_162_cov_1.663551	162	0.2222	1	0	0	0	1.6667	0.2424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15277_length_162_cov_1.439252	162	4.7292	2.5	0.8182	0	0	0	0	0	0	3.25	2.5682	0	0	0	0	0	0	0	0	0	0	0	0	51	0
NODE_15278_length_162_cov_1.364486	162	2.5625	2	0	0	0	2	0	0	0	0	0	3.75	0.2045	0	0	5	0	13	0	5	0	0	0	0	0
NODE_15279_length_162_cov_1.336449	162	0.3333	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15280_length_162_cov_1.000000	162	0.2778	1.8333	0.1515	0	0	0	0	0	0	0	0	0.5	1.5455	0	0	0	0	0	0	0	0	0	0	1	0
NODE_15281_length_161_cov_11.433962	161	1.8333	2	0	2	0	3	0	0	0	3	0	5	0	1	0	0	0	4	0	1	0	0	0	1	0
NODE_15282_length_161_cov_7.245283	161	4.8788	4	0	1	0	6	0	21	0	0	0	5.3636	0.6545	2.3636	0.6545	0	0	6	0	1	0	2.8182	0.9636	9	0
NODE_15283_length_161_cov_5.613208	161	9.8333	10	0	0	0	15	0	9	0	21	0	16	0	13	0	7	0	12	0	5	0	2	0	8	0
NODE_15284_length_161_cov_5.075472	161	4.3636	9.1818	0.3636	0.4545	0.2727	0	0	2.1818	4.3636	7	0	10	33	0.4545	0.2727	0	0	2.9091	3.4909	3.8182	6.7636	1.3636	0.8545	15	0
NODE_15285_length_161_cov_4.198113	161	0.5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15286_length_161_cov_3.358491	161	1.25	6	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0
NODE_15287_length_161_cov_3.310185	161	0.697	7.3636	0.2545	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
NODE_15288_length_161_cov_2.952830	161	0.697	2	0	0	0	1	0	2	0	0	0	2	0	0	0	0	0	1	0	0.3636	0.6545	0	0	0	0
NODE_15289_length_161_cov_2.839623	161	2.0379	3.3636	0.6545	0	0	0	0	1.3636	1.4545	11	0	1	0	2.3636	0.6545	0	0	3	0	0.3636	0.6545	0	0	2	0
NODE_15290_length_161_cov_2.018868	161	2.8485	4	0	0	0	0	0	2.1818	4.3636	6	0	1.5455	0.2727	0	0	1	0	1.4545	0.4727	0	0	7	0	11	0
NODE_15291_length_161_cov_1.698113	161	5.947	9.5455	4.0727	1.4545	3.2727	0.7273	1.0182	5.6364	4.6545	0	0	7.0909	1.8909	0.8182	0.1636	8.1818	4.3636	7.0909	1.0909	0.7273	1.0182	11.3636	15.8545	18.7273	3.4182
NODE_15292_length_161_cov_1.415094	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15293_length_161_cov_1.415094	161	7.9091	9.2727	1.0182	3.4545	0.8727	0	0	0.5455	0.8727	0	0	5.6364	8.6545	11.8182	0.1636	0	0	7.5455	1.0727	37.0909	1.0909	13	0	6.5455	0.8727
NODE_15294_length_160_cov_25.514286	160	145.3333	27	0	0	0	1477	0	0	0	34	0	0	0	2	0	0	0	0	0	2	0	18	0	184	0
NODE_15295_length_160_cov_16.266667	160	5	24	0	2	0	11	0	4	4.4444	0	0	9	4.4444	4	0	0	0	0	0	2	0	0	0	4	0
NODE_15296_length_160_cov_15.571429	160	12.6667	22	0	0	0	30	0	2.4	0.7111	0	0	25.6	0.9333	26	0	0	0	21	0	7	0	0	0	18	0
NODE_15297_length_160_cov_10.742857	160	4.0833	31	0	0	0	5	0	0	0	6	0	2	0	2	0	0	0	3	0	0	0	0	0	0	0
NODE_15298_length_160_cov_8.247619	160	2.175	8	0	2	4.4444	0	0	1	0	0	0	1.3	2.2333	3.8	1.0667	0	0	0	0	10	0	0	0	0	0
NODE_15299_length_160_cov_3.304762	160	4.4583	9.7	0.2333	0	0	0	0	2.4	0.9333	0	0	0	0	12	0	0	0	2	0	21	0	4	0	2.4	0.7111
NODE_15300_length_160_cov_2.895238	160	6.2417	4	0	14.2	8.4	4	0	7.8	0.4	0.8	0.1778	3	1.1111	1	0	0	0	16.5	2.5	7.2	0.4	4.2	0.4	12.2	8.4
NODE_15301_length_160_cov_2.847619	160	1.575	5	0	2	0	0	0	1.2	0.1778	0	0	1.9	0.1	2	0	0	0	5.8	0.1778	1	0	0	0	0	0
NODE_15302_length_160_cov_2.553488	160	1.25	9	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	2	0	1	0	0	0
NODE_15303_length_160_cov_2.000000	160	1.5	6	0	2	0	0	0	2	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0
NODE_15304_length_160_cov_2.000000	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15305_length_160_cov_2.000000	160	3.9333	4	0	2	0	0	0	7.3	2.2333	6.7	0.2333	8.9	0.1	1	0	3	0	5	0	5.3	0.4556	0	0	4	0
NODE_15306_length_160_cov_1.632558	160	3.475	9.4	0.9333	0	0	0	0	0	0	0	0	4	0	9	0	0	0	2.7	0.2333	13	0	1.6	0.7111	2	0
NODE_15307_length_160_cov_1.504762	160	3.8333	2	0	0	0	10	0	0	0	4	0	0	0	0	0	26	0	3	0	0	0	0	0	1	0
NODE_15308_length_160_cov_1.009524	160	0.9833	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8	0.4
NODE_15309_length_159_cov_37.961538	159	45.3241	61.8889	0.1111	0	0	140	0	2	0	152	0	0	0	36	0	0	0	0	0	25	0	43	0	84	0
NODE_15310_length_159_cov_23.182692	159	10	62	0	3.5556	1.7778	17	0	0	0	1	0	9	0	1.4444	0.7778	5.5556	27.7778	5.5556	6.7778	0.4444	0.7778	0	0	14.4444	0.7778
NODE_15311_length_159_cov_17.990385	159	3.6111	21	0	0	0	0	0	0	0	15	0	0	0	5.3333	1	0	0	2	0	0	0	0	0	0	0
NODE_15312_length_159_cov_6.177570	159	2.537	22.4444	1.7778	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0
NODE_15313_length_159_cov_5.788462	159	1.6759	10	0	0	0	0	0	0	0	0	0	4.4444	9.7778	1.3333	4	0	0	1	0	0	0	3.3333	2	0	0
NODE_15314_length_159_cov_4.750000	159	0.5278	3.4444	0.2778	0	0	0	0	0	0	2	0	0.2222	0.4444	0	0	0	0	0.2222	0.1944	0	0	0.4444	0.2778	0	0
NODE_15315_length_159_cov_3.913462	159	2.713	7	0	0.7778	0.1944	0	0	0.7778	0.1944	14	0	2	0	4	0	0	0	0	0	2	0	2	0	0	0
NODE_15316_length_159_cov_3.625000	159	2.4444	2	0	0	0	8	10.75	0	0	7	0	0	0	0	0	0	0	0	0	0	0	12.3333	4.75	0	0
NODE_15317_length_159_cov_3.000000	159	4.1389	6	0	0.6667	1	25	0	0	0	1	0	1	0	1	0	1	0	0	0	5	0	6	0	3	0
NODE_15318_length_159_cov_2.990385	159	1.1667	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0
NODE_15319_length_159_cov_2.557692	159	8.0648	6	0	4	0	51.7778	224.1945	7.1111	1.1111	6	0	2	0	7	24.5	4	0	3.5556	0.7778	0	0	3.3333	10	2	0
NODE_15320_length_159_cov_2.519231	159	36.2778	22.7778	0.1944	7	0	19.8889	3.3611	75.4444	25.5278	16.1111	0.1111	120	59.75	28.8889	5.8611	25.2222	2.4444	62.4444	15.0278	26.4444	0.2778	6	0	25.1111	9.6111
NODE_15321_length_159_cov_2.259615	159	0.4259	3.1111	1.1111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NODE_15322_length_159_cov_2.038462	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15323_length_159_cov_1.961538	159	0.8704	2	0	0	0	0	0	0	0	0.8889	1.1111	2	0	0	0	5.5556	27.7778	0	0	0	0	0	0	0	0
NODE_15324_length_159_cov_1.855769	159	3.0648	6	0	2.7778	4.4444	0	0	3.2222	0.4444	1	0	8	0	4	0	0	0	8	0	0	0	0	0	3.7778	0.1944
NODE_15325_length_159_cov_1.673077	159	2.287	8.2222	4.4444	1.1111	1.1111	0	0	2	0	0	0	2	0	11.2222	0.4444	0	0	0	0	0.8889	1.1111	2	0	0	0
NODE_15326_length_159_cov_1.653846	159	1.6204	3	0	0	0	0	0	4	0	10	0	0	0	0	0	0	0	0	0	0.4444	0.7778	2	0	0	0
NODE_15327_length_159_cov_1.000000	159	1.3519	3	0	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	0	0	6.2222	12.4444	0	0
NODE_15328_length_158_cov_38.029126	158	9.6458	87.75	1.0714	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15329_length_158_cov_14.436893	158	19.0417	20	0	0	0	0	0	0	0	112.375	108.8393	0	0	0	0	0	0	0	0	0	0	0	0	96.125	16.4107
NODE_15330_length_158_cov_11.834951	158	24.5104	9.75	14.7857	0	0	241.125	45.5536	0	0	0	0	1	2.2857	1	0	31.25	669.6429	0	0	4	0	4.5	21.4286	1.5	7.7143
NODE_15331_length_158_cov_7.203883	158	5.1458	25	4.2857	2	0	1	0	0	0	26.5	2	2	0	0	0	0	0	0	0	0	0	1.25	1.0714	4	0
NODE_15332_length_158_cov_6.689320	158	2.0938	4	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	13.125	0.125
NODE_15333_length_158_cov_6.368932	158	3.4688	12	0	0	0	0	0	0	0	9.625	0.2679	6	0	3	0	0	0	3	0	1	1.1429	0	0	7	0
NODE_15334_length_158_cov_5.805825	158	27.5625	14.375	0.2679	1	0	223	0	0	0	27.875	0.125	0	0	4	0	10	0	1	0	7	0	22.5	7.1429	20	0
NODE_15335_length_158_cov_5.766990	158	2.8333	5	0	0	0	1	0	2	0	1	0	6	0	5	0	0	0	8	0	0	0	0	0	6	0
NODE_15336_length_158_cov_4.019417	158	1.1979	9.375	1.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0
NODE_15337_length_158_cov_3.485437	158	3.5208	9	0	3	0	0	0	7	0	0	0	1	0	3.5	0.8571	0	0	10.75	0.2143	1	0	0	0	7	0
NODE_15338_length_158_cov_2.000000	158	7.5417	5	0	0	0	54	0	0	0	3	0	0	0	2	0	10	0	1	0	0	0	8.75	1.0714	6.75	1.9286
NODE_15339_length_158_cov_1.854369	158	2.6042	6	0	1	0	3	0	0	0	7	0	4	0	3	0	0	0	6	0	1	0	0.25	0.5	0	0
NODE_15340_length_158_cov_1.514563	158	0.3333	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
NODE_15341_length_158_cov_1.097087	158	1.7188	5.25	1.6429	0	0	0	0	2	0	0	0	3.25	0.7857	0	0	4.125	8.9821	0	0	0	0	4	0	2	0
NODE_15342_length_158_cov_1.000000	158	1.1667	3	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	7	0	1	0	0	0	0	0
NODE_15343_length_157_cov_22.725490	157	37.9524	49.2857	2.5714	10.1429	0.1429	38.1429	0.1429	21	0	59.2857	0.5714	52.5714	0.2857	73.7143	0.5714	22.1429	1.1429	62.1429	0.1429	28	0	9	0	30	0
NODE_15344_length_157_cov_12.470588	157	20.8333	25	0	0	0	71	0	0	0	44	0	0	0	3	0	0	0	0	0	4	0	38	0	65	0
NODE_15345_length_157_cov_10.696078	157	3.8333	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	24	0	14	0
NODE_15346_length_157_cov_10.558824	157	1.9643	10	0	0	0	4	0	1	0	0	0	1	0	0	0	2	0	0.1429	0.1429	1.7143	0.5714	0	0	3.7143	0.5714
NODE_15347_length_157_cov_9.833333	157	1.869	12.2857	0.2381	0	0	0	0	3.1429	0.1429	0	0	2	0	1.7143	0.5714	0	0	0	0	1.2857	5.5714	0	0	2	0
NODE_15348_length_157_cov_7.294118	157	26.1667	5	0	0	0	69.7143	9.2381	0	0	182.7143	10.5714	0	0	4	1.6667	3	0	0.2857	0.5714	2.5714	2.2857	2.2857	0.5714	44.4286	6.619
NODE_15349_length_157_cov_6.284314	157	2.9286	12	0	0	0	4	0	0	0	0	0	7.1429	1.1429	2	0	0	0	0	0	0	0	8	0	2	0
NODE_15350_length_157_cov_3.960784	157	2.3214	8	0	2	0	0	0	0	0	4	0	6	0	1.5714	0.9524	0	0	1.7143	0.5714	0.5714	0.9524	0	0	4	0
NODE_15351_length_157_cov_3.950980	157	4.5238	15.4286	0.2857	10	0	3	0	0	0	2	0	7	14	0.4286	0.2857	2	0	2	0	0	0	2	0	10.4286	55.619
NODE_15352_length_157_cov_3.806604	157	13.631	6.5714	0.2857	3.4286	0.2857	23	0	60.8571	0.1429	10	0	31.1429	0.4762	3.4286	1.9524	0	0	5	0	6.2857	0.2381	5	0	8.8571	0.1429
NODE_15353_length_157_cov_3.607843	157	0.9167	8	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15354_length_157_cov_3.169811	157	0.8452	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1429	1.1429	2	0	0	0	0	0
NODE_15355_length_157_cov_2.911765	157	0.25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15356_length_157_cov_2.549020	157	2.9167	4	0	0	0	2	0	0	0	9	0	3	0	2	0	0	0	2	0	10	0	0	0	3	0
NODE_15357_length_157_cov_2.352941	157	0.3333	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15358_length_157_cov_2.287736	157	6.1071	12.1429	1.1429	4	0	4	0	6.8571	23.8095	0	0	4.4286	3.2857	13.2857	0.5714	0	0	11	0	2	0	11.1429	1.1429	4.4286	0.9524
NODE_15359_length_157_cov_1.862745	157	0.7262	1	0	0	0	0	0	0	0	3.7143	0.2381	0	0	0	0	0	0	0	0	0	0	0	0	4	0
NODE_15360_length_157_cov_1.816038	157	10.9286	12.1429	1.1429	3.7143	0.5714	0	0	6.1429	23.1429	6	0	10	4	25.4286	11.2857	0	0	18.2857	28.5714	33.8571	58.1429	10.7143	12.5714	4.8571	1.1429
NODE_15361_length_157_cov_1.568627	157	0.7381	5	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0.8571	1.1429	0	0
NODE_15362_length_157_cov_1.410377	157	3.869	5.8571	0.1429	2.5714	1.2857	15.5714	1.2857	0	0	2	0	5.5714	0.9524	4.4286	0.2857	0	0	3	0	4.5714	0.2857	0.8571	0.1429	2	0
NODE_15363_length_157_cov_1.323529	157	1.5357	15	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1.4286	4.9524	0	0	0	0	0	0
NODE_15364_length_157_cov_1.274510	157	2.0833	2	0	0	0	6	0	1	0	0	0	1	0	4	0	0	0	8	0	0	0	0	0	3	0
NODE_15365_length_157_cov_1.147059	157	6.1905	8.7143	0.5714	0	0	0	0	20.5714	1.2857	0	0	2.7143	0.5714	0	0	0	0	30.5714	14.2857	11.7143	0.5714	0	0	0	0
NODE_15366_length_157_cov_1.088235	157	0.3333	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15367_length_157_cov_1.000000	157	2.1667	5	0	0	0	13	0	0	0	1	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0
NODE_15368_length_156_cov_7.217822	156	3	13	0	0	0	0	0	2	0	5	0	7	0	1	0	0	0	0	0	0	0	0	0	8	0
NODE_15369_length_156_cov_5.346535	156	3.125	7	0	2	0	4	0	0.1667	0.1667	9.8333	0.1667	2.6667	0.6667	0.8333	0.1667	1	0	3	0	2	0	3	0	2	0
NODE_15370_length_156_cov_4.396040	156	2.8333	0	0	3.3333	2.6667	8	0	12.6667	0.6667	2	0	1	0	1	0	0	0	1	0	1	0	0	0	4	0
NODE_15371_length_156_cov_3.772277	156	2.2222	8	0	1	0	1	0	0	0	5	0	6	0	3	0	0.6667	1.0667	0	0	0	0	0	0	2	0
NODE_15372_length_156_cov_3.217822	156	1.2361	6	0	0	0	0	0	0.3333	0.6667	0	0	0	0	4	0	0	0	0.3333	0.6667	0.1667	0.1667	2	0	2	0
NODE_15373_length_156_cov_2.881188	156	1.5694	0	0	0	0	17.1667	0.1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6667	0.2667
NODE_15374_length_156_cov_2.297030	156	2.4167	5	0	3	0	4	0	0	0	0	0	5	0	1	0	0	0	6	0	3	0	0	0	2	0
NODE_15375_length_156_cov_2.247525	156	0.1667	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15376_length_156_cov_2.000000	156	3.4167	6	0	2	0	0	0	0	0	13	0	1	0	6	0	0	0	9	0	4	0	0	0	0	0
NODE_15377_length_156_cov_1.099010	156	0.2222	0	0	0	0	0	0	0	0	0	0	0	0	1.3333	1.0667	0	0	0	0	0	0	1.3333	1.0667	0	0
NODE_15378_length_156_cov_1.000000	156	1.25	7	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	0	0	0	2	0
NODE_15379_length_156_cov_1.000000	156	0.1667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
NODE_15380_length_156_cov_0.643564	156	14.7639	10	0	1.6667	0.6667	39.1667	2.9667	32.8333	0.1667	10.6667	0.6667	29	0	18	0	0	0	9.3333	0.2667	5	0	2	0	19.5	1.5
NODE_15381_length_155_cov_10.550000	155	6.1	5	0	0	0	22	0	0	0	22	0	0	0	2	0	2	0	0	0	2	0	4.2	1.2	14	0
NODE_15382_length_155_cov_7.310000	155	6	11	0	0	0	4	0	0	0	35	0	0	0	0	0	1	0	0	0	8	0	7	0	6	0
NODE_15383_length_155_cov_6.080000	155	2.3833	20	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1.6	0.8	0	0
NODE_15384_length_155_cov_4.270000	155	0.25	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15385_length_155_cov_3.880000	155	2.5833	5	0	0	0	2	0	1	0	5	0	5	0	3	0	5	0	1	0	2	0	1	0	1	0
NODE_15386_length_155_cov_2.730000	155	2.5333	4	0	0	0	0	0	2	0	0	0	6	0	3.4	0.3	0	0	0	0	9	0	4	0	2	0
NODE_15387_length_155_cov_2.609524	155	3.4833	13	0	0.8	1.2	0	0	5.6	0.8	0	0	1	0	6	0	0	0	0	0	14.4	2.3	1	0	0	0
NODE_15388_length_155_cov_2.580000	155	6.9	6	0	0	0	0.8	1.2	3	0	17	0	8.8	0.2	13	0	2	0	12	0	6	0	6	0	8.2	0.7
NODE_15389_length_155_cov_1.540000	155	0.3333	1.6	0.8	1.6	0.8	0	0	0	0	0	0	0.8	1.2	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15390_length_155_cov_1.050000	155	0.25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
NODE_15391_length_155_cov_1.000000	155	0.5833	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0
NODE_15392_length_154_cov_24.424242	154	3.75	30	0	0	0	2	0	0	0	5	0	3	0	1	0	0	0	0	0	0	0	0	0	4	0
NODE_15393_length_154_cov_12.252525	154	0.5833	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	2	0	2	0
NODE_15394_length_154_cov_5.515152	154	1.375	15	0	0	0	0	0	0	0	0	0	1.5	1	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15395_length_154_cov_4.181818	154	9.4167	7	0	0	0	59	0	0	0	22	0	0	0	0	0	2	0	0	0	15	0	2	0	6	0
NODE_15396_length_154_cov_3.717172	154	14.75	8	0	2	0	20	0	10	0	34	0	22	0	14	0	5	0	17	0	17	0	6	0	22	0
NODE_15397_length_154_cov_2.494949	154	0.3333	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NODE_15398_length_154_cov_2.484848	154	8.8333	8	0	5	0	23	0	1	0	14	0	9	0	12	0	3	0	6	0	9	0	5	0	11	0
NODE_15399_length_154_cov_2.202020	154	0.4167	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15400_length_154_cov_1.040404	154	0.75	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
NODE_15401_length_154_cov_1.000000	154	0.3333	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
NODE_15402_length_154_cov_1.000000	154	0.9583	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	1	0	0
NODE_15403_length_154_cov_0.848485	154	1.7083	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1.5	1	4.5	9	3.5	1
NODE_15404_length_153_cov_14.163265	153	6.9444	56	0	4	0	3	0	1.3333	1.3333	3	0	4	0	2	0	2	0	4	0	0	0	0.6667	1.3333	3.3333	1.3333
NODE_15405_length_153_cov_11.908163	153	29.4444	23	1	12	0	76.6667	0.3333	14	0	22	0	62	0	56	0	16	0	36.6667	0.3333	5	0	3	0	27	0
NODE_15406_length_153_cov_9.122449	153	3.3611	21	0	0	0	0	0	0	0	10.3333	1.3333	5.3333	1.3333	1.3333	1.3333	0	0	1	0	0	0	0	0	1.3333	1.3333
NODE_15407_length_153_cov_5.724490	153	4.6944	13.3333	1.3333	4	0	15	0	1.3333	1.3333	1.3333	1.3333	5.6667	0.3333	6.6667	0.3333	2	0	7	0	0	0	0	0	0	0
NODE_15408_length_153_cov_5.122449	153	2.6667	7	0	0	0	6	0	0	0	3	0	0	0	7	0	0	0	8	0	0	0	0	0	1	0
NODE_15409_length_153_cov_4.969388	153	3.25	8	0	0	0	0	0	19	0	2	0	2	0	0	0	0	0	0	0	6.6667	0.3333	0	0	1.3333	0.3333
NODE_15410_length_153_cov_4.438776	153	3	6	0	0	0	8	0	1	0	1	0	2	0	3	0	3	0	1	0	9	0	0	0	2	0
NODE_15411_length_153_cov_2.938776	153	1.3333	4	0	0	0	1	0	0	0	3	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0
NODE_15412_length_153_cov_2.336735	153	0.75	4	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
NODE_15413_length_153_cov_1.887755	153	0.25	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15414_length_153_cov_1.714286	153	1.0833	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	2	0
NODE_15415_length_153_cov_1.469388	153	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_15416_length_153_cov_1.275510	153	5.1944	3	0	7	0	4.3333	1.3333	1	0	12	0	7	0	9	0	1	0	5	0	4	0	6	0	3	0
