,contigName,contigLen,totalAvgDepth,scaffolds.fasta/DRR310871_R1.fastq.gz.bam,scaffolds.fasta/DRR310872_R1.fastq.gz.bam,scaffolds.fasta/DRR310873_R1.fastq.gz.bam,scaffolds.fasta/DRR310874_R1.fastq.gz.bam,scaffolds.fasta/DRR310875_R1.fastq.gz.bam,scaffolds.fasta/DRR310876_R1.fastq.gz.bam,scaffolds.fasta/DRR310877_R1.fastq.gz.bam,scaffolds.fasta/DRR310878_R1.fastq.gz.bam,scaffolds.fasta/DRR310879_R1.fastq.gz.bam,scaffolds.fasta/DRR310880_R1.fastq.gz.bam,scaffolds.fasta/DRR310881_R1.fastq.gz.bam,scaffolds.fasta/DRR310882_R1.fastq.gz.bam
1824,NODE_1825_length_2443_cov_7.417923,2443,2.07,0.812,0.4409,1.3458,0.5722,0.8452,0.5844,0.7724,0.2324,0.7309,2.795,1.7034,14.0057
1825,NODE_1826_length_2443_cov_3.885260,2443,1.4005,0.3288,0.3628,0.1867,0.56,0.1771,0.3982,0.5094,0.116,0.703,3.9882,0.8744,8.6014
1836,NODE_1837_length_2433_cov_4.961733,2433,1.2449,0.3281,0.1625,0.4214,0.4205,0.3136,0.9908,0.4954,0.3671,0.3649,0.5848,0.6439,9.8463
1844,NODE_1845_length_2426_cov_5.867988,2426,1.5096,0.3779,0.3752,0.9622,0.2096,0.1054,0.4025,0.413,0.2346,0.7039,1.8475,1.0488,11.435
1848,NODE_1849_length_2422_cov_5.337136,2422,1.4311,0.2553,0.1549,0.8957,0.4714,0.1092,0.3512,0.357,0.0,0.3688,2.5744,0.7575,10.8781
1849,NODE_1850_length_2422_cov_4.587664,2422,1.2669,0.1523,0.294,0.2095,0.5374,0.1466,0.654,0.7786,0.1875,0.5075,1.9098,1.1664,8.6593
1850,NODE_1851_length_2419_cov_13.317259,2419,2.4483,0.9577,0.3103,2.5425,0.5015,0.2882,0.6108,0.6223,0.1454,0.6858,0.985,1.5183,20.2115
1866,NODE_1867_length_2406_cov_4.082093,2406,1.233,0.4752,0.3413,0.3675,0.3404,0.1879,0.5208,0.336,0.3431,0.3812,1.0058,0.6126,9.8843
1868,NODE_1869_length_2405_cov_7.075319,2405,1.7957,0.5836,0.3016,0.9867,0.4554,0.1038,0.6639,0.3911,0.3038,0.8922,2.337,1.1463,13.3827
1869,NODE_1870_length_2405_cov_5.879574,2405,1.2415,0.2882,0.2714,0.1011,0.3818,0.1047,0.1552,0.231,0.0337,0.2918,1.7654,0.2443,11.0293
1870,NODE_1871_length_2405_cov_4.298298,2405,1.4305,0.733,0.4909,1.0275,0.4674,0.4302,0.5091,0.8435,0.1517,0.8532,1.9206,1.5366,8.2022
1877,NODE_1878_length_2398_cov_6.600939,2398,1.8906,0.8981,0.4666,1.0142,0.8714,0.2598,0.524,0.7064,0.0881,0.8385,3.2229,1.5102,12.2869
1881,NODE_1882_length_2395_cov_4.971795,2395,1.4048,0.4,0.1719,0.7973,0.453,0.1973,0.5136,0.6668,0.1363,0.7635,1.8241,2.5857,8.3474
1883,NODE_1884_length_2393_cov_6.397776,2393,1.7205,0.6496,0.1721,0.6028,0.4186,0.3281,0.4579,0.7521,0.288,0.8101,3.4699,1.6063,11.0905
1916,NODE_1917_length_2361_cov_4.348656,2361,1.1715,0.2958,0.161,0.3198,0.4704,0.1809,0.2854,0.4066,0.1375,0.4975,1.9846,0.4722,8.8458
1924,NODE_1925_length_2358_cov_5.173686,2358,1.601,0.4665,0.2813,0.2591,0.5815,0.2092,0.7351,0.7124,0.1241,0.981,3.226,0.5978,11.0376
1926,NODE_1927_length_2357_cov_4.749783,2357,1.537,0.7721,0.435,1.0285,0.9483,0.3135,0.8106,0.358,0.2266,0.8618,2.7512,1.3856,8.5532
1928,NODE_1929_length_2355_cov_5.661739,2355,1.5149,0.3483,0.2848,0.4395,0.3832,0.1215,0.458,0.5039,0.1828,0.776,2.5179,0.9197,11.2426
1934,NODE_1935_length_2352_cov_4.231171,2352,1.2255,0.5554,0.1208,0.48,0.6085,0.4986,0.4927,0.3592,0.579,0.5972,1.941,0.7734,7.7003
1946,NODE_1947_length_2344_cov_5.432503,2344,1.3236,0.3017,0.3327,0.3186,0.5096,0.1942,0.6823,0.2799,0.1732,0.3633,1.6691,0.5565,10.5023
1951,NODE_1952_length_2340_cov_6.861707,2340,1.6863,0.3662,0.3763,0.3005,0.4849,0.2808,0.7644,0.647,0.2658,0.5091,1.7575,1.0493,13.4342
1956,NODE_1957_length_2339_cov_5.750876,2339,1.8777,0.4477,0.1736,0.7108,0.6259,0.8725,0.5212,0.9493,0.3033,0.9721,4.1425,1.1681,11.645
1957,NODE_1958_length_2339_cov_5.492119,2339,1.5454,0.4477,0.2992,0.37,0.5875,0.2147,0.7026,0.36,0.1252,1.101,1.8556,1.2069,11.2741
1977,NODE_1978_length_2322_cov_5.103220,2322,1.4646,0.268,0.3025,1.2155,0.5235,0.1759,0.4434,0.4871,0.0912,0.8094,2.4526,0.762,10.0442
1994,NODE_1995_length_2311_cov_5.081117,2311,1.3197,0.2147,0.1129,0.1777,0.2508,0.6201,0.4665,0.416,0.4257,0.6118,2.0879,0.9047,9.5479
2006,NODE_2007_length_2302_cov_4.378727,2302,1.5167,0.3885,0.3578,0.539,0.4396,0.9136,0.4289,0.4182,0.1459,1.3397,2.7677,1.5428,8.9182
2022,NODE_2023_length_2288_cov_5.536946,2288,1.5423,0.2245,0.1422,2.2119,0.254,0.0178,0.5449,0.5543,0.1422,0.2891,2.7689,1.0337,10.3246
2034,NODE_2035_length_2281_cov_6.212489,2281,1.3436,0.4969,0.274,0.1718,0.5702,0.107,0.428,0.4993,0.1267,0.672,0.3754,0.9432,11.4585
2038,NODE_2039_length_2278_cov_6.381916,2278,1.9025,0.7946,0.4008,0.8877,0.9934,0.297,0.929,0.8929,0.1884,0.8195,2.6288,1.82,12.1776
2047,NODE_2048_length_2275_cov_3.000000,2275,1.3101,0.6353,0.2786,0.4207,0.672,0.4739,0.4984,0.8,0.3624,0.5402,2.5689,1.4955,6.9751
2059,NODE_2060_length_2267_cov_5.923599,2267,1.9358,0.5914,0.6155,0.265,0.5522,0.6915,0.8418,0.7114,0.821,1.2863,3.3359,1.6216,11.8966
2062,NODE_2063_length_2266_cov_3.924469,2266,1.3036,0.6701,0.4055,0.3053,0.5265,0.4466,0.8303,0.6337,0.4839,0.8086,1.3946,1.3218,7.8166
2065,NODE_2066_length_2265_cov_3.884163,2265,1.3839,0.8605,0.5234,0.2525,0.4983,0.3073,0.8889,0.5641,0.1277,0.6071,2.7447,0.8634,8.3693
2066,NODE_2067_length_2265_cov_3.847964,2265,1.7269,0.479,0.5513,0.3201,0.9475,3.3636,0.8449,0.773,0.4785,0.7031,2.8038,1.1551,8.3026
2086,NODE_2087_length_2251_cov_4.278233,2251,1.6576,0.712,0.524,0.347,0.7606,0.3917,0.4346,0.6625,0.2599,1.7411,3.1661,1.5278,9.3641
2100,NODE_2101_length_2243_cov_5.460695,2243,1.1977,0.3837,0.1309,0.2666,0.268,0.2284,0.3163,0.2981,0.2943,0.1199,0.8705,0.5475,10.6484
2106,NODE_2107_length_2240_cov_5.669565,2240,1.7692,0.6928,0.4545,1.1641,0.7512,0.2124,0.4349,0.5057,0.201,0.7904,2.5694,1.2024,12.2512
2114,NODE_2115_length_2237_cov_4.858845,2237,1.2831,0.792,0.2195,0.771,0.5764,0.2214,0.5601,0.4686,0.0958,0.6435,0.4389,0.6833,9.9267
2118,NODE_2119_length_2235_cov_5.252752,2235,1.7516,0.7621,0.5751,0.5329,0.9103,0.1343,0.8465,0.9036,1.0125,1.3607,2.0216,1.4336,10.5261
2127,NODE_2128_length_2231_cov_6.892463,2231,1.6748,0.3239,0.2066,0.1653,0.221,0.4877,0.6007,0.5074,0.0375,0.5127,2.3099,1.11,13.6141
2132,NODE_2133_length_2229_cov_5.849126,2229,1.6195,0.2241,0.2857,0.0664,0.2838,0.0183,0.3011,0.1549,0.0548,0.5474,0.2756,3.5046,13.7177
2145,NODE_2146_length_2222_cov_6.312875,2222,1.9594,0.5299,0.4744,0.1544,0.4194,0.6689,0.7326,0.4957,0.3166,0.43,0.4242,3.8041,15.0623
2157,NODE_2158_length_2215_cov_4.963426,2215,1.2125,0.3535,0.2111,0.2174,0.3995,0.0,0.9554,0.3269,0.2421,0.5714,0.5801,0.7027,9.9898
2168,NODE_2169_length_2207_cov_5.688197,2207,1.2605,0.2061,0.0758,0.124,0.0924,0.0564,0.281,0.1507,0.1303,0.1711,0.4375,0.9217,12.4784
2174,NODE_2175_length_2202_cov_4.771775,2202,1.2779,0.348,0.1696,0.3226,0.5941,0.2373,0.383,0.6218,0.1213,0.8328,1.634,0.4937,9.577
2179,NODE_2180_length_2197_cov_4.617647,2197,0.9204,0.2247,0.1544,0.0938,0.1485,0.2179,0.2091,0.2081,0.2154,0.3688,0.2921,0.3586,8.5535
2187,NODE_2188_length_2195_cov_4.625234,2195,1.0698,0.3902,0.2445,0.0929,0.2866,0.3575,0.4284,0.4049,0.0,0.3648,0.5496,0.4773,9.2416
2188,NODE_2189_length_2194_cov_8.268817,2194,1.8366,0.3982,0.3092,0.9633,0.2857,0.1345,0.5034,0.5856,0.271,0.8914,1.9437,0.9878,14.7657
2190,NODE_2191_length_2193_cov_5.919551,2193,1.508,0.8164,0.1992,0.2168,0.4092,0.7817,0.3167,0.4165,0.3886,0.2751,2.3372,1.0871,10.8507
2197,NODE_2198_length_2191_cov_5.597846,2191,1.6104,0.3508,0.3724,0.5556,0.7016,0.1715,0.4346,0.61,0.3812,0.7148,3.3381,1.4008,10.2935
2242,NODE_2243_length_2164_cov_5.931721,2164,1.845,0.5492,0.1738,1.7771,0.4752,0.2185,0.6182,0.6465,0.8888,0.9474,3.3158,1.6609,10.8689
2261,NODE_2262_length_2154_cov_3.626965,2154,1.512,0.8593,0.4286,0.8937,0.5729,0.2106,0.9511,0.8239,0.7914,1.003,2.3683,1.3099,7.9311
2284,NODE_2285_length_2140_cov_5.738129,2140,1.6466,0.5709,0.3206,0.2925,0.6467,0.2899,0.4859,0.5111,0.802,1.3347,2.5563,0.8236,11.1251
2286,NODE_2287_length_2139_cov_5.493762,2139,1.4028,0.1418,0.2494,0.1337,0.4786,0.1232,0.4042,0.3972,0.0583,0.8974,1.46,2.2313,10.2579
2290,NODE_2291_length_2137_cov_5.751681,2137,1.2743,0.0785,0.0775,0.3915,0.0986,0.1168,0.46,0.1933,0.0393,0.3382,1.8254,0.3885,11.2838
2294,NODE_2295_length_2135_cov_4.730769,2135,1.5326,0.8665,0.4252,0.531,0.5209,0.2791,0.8479,0.6277,0.1935,0.7587,3.129,0.933,9.2786
2297,NODE_2298_length_2133_cov_5.172762,2133,1.3912,0.5522,0.357,0.2189,0.292,0.118,0.234,0.4892,0.3691,1.058,1.5633,0.7342,10.7085
2299,NODE_2300_length_2132_cov_5.734714,2132,1.7096,0.6337,0.4945,2.5313,0.555,0.2593,0.503,0.614,0.5136,0.6937,0.4813,1.1382,12.0969
2306,NODE_2307_length_2129_cov_4.649470,2129,1.4257,0.2688,0.1799,0.478,0.4386,0.2335,0.7342,0.4709,0.1587,0.7686,2.615,1.043,9.7191
2325,NODE_2326_length_2121_cov_6.288964,2121,1.7771,0.1786,0.4536,0.3004,0.6545,0.3186,0.5165,0.4495,2.4789,0.9361,2.3648,1.1639,11.5099
2328,NODE_2329_length_2119_cov_7.231589,2119,1.2583,0.0975,0.2925,0.193,0.5597,0.0802,0.5729,0.3809,0.2514,0.3332,2.5099,0.8177,9.0102
2340,NODE_2341_length_2112_cov_4.182304,2112,1.2723,0.3129,0.3609,0.4608,0.3976,0.0398,0.5112,0.4822,0.4684,0.8869,1.7151,1.0586,8.5729
2384,NODE_2385_length_2086_cov_3.850320,2086,1.1988,0.4587,0.2397,0.688,0.3771,0.5517,0.375,0.4706,0.1829,0.642,1.9514,0.9117,7.5372
2389,NODE_2390_length_2083_cov_5.785010,2083,1.8236,1.0559,0.2007,1.8107,0.8376,0.1583,0.9162,0.5318,0.2173,1.0176,2.2773,1.2607,11.5991
2401,NODE_2402_length_2076_cov_4.336467,2076,1.3607,0.6106,0.3489,0.459,0.392,0.5062,0.7186,0.4927,0.73,0.5312,2.3671,0.9881,8.1843
2410,NODE_2411_length_2072_cov_4.419435,2072,1.5008,1.1306,0.0822,2.7232,0.3366,0.3215,0.4875,0.5453,0.0999,0.487,2.0354,1.1145,8.6457
2415,NODE_2416_length_2069_cov_5.543694,2069,1.4403,0.3622,0.3033,0.8176,0.3992,0.1485,0.5232,0.2585,0.1001,0.3669,2.198,1.6754,10.1313
2416,NODE_2417_length_2069_cov_4.434955,2069,1.2018,0.4409,0.5023,0.2413,0.6321,0.1287,0.2527,0.3147,0.0636,0.5404,1.7322,0.5253,9.0469
2429,NODE_2430_length_2063_cov_5.485558,2063,1.42,0.2561,0.2969,0.5614,0.5484,0.1573,0.4516,0.3816,0.1537,1.1396,2.1636,0.4004,10.529
2433,NODE_2434_length_2061_cov_5.998504,2061,1.5221,0.4354,0.1821,0.1994,0.4846,0.0795,0.5432,0.3014,0.0398,0.5892,2.6463,0.662,12.102
2439,NODE_2440_length_2059_cov_4.746008,2059,1.1999,0.3059,0.3237,0.3793,0.3635,0.0597,0.1833,0.1938,0.0398,0.759,1.5322,0.4919,9.7669
2451,NODE_2452_length_2053_cov_6.088088,2053,1.2109,0.2349,0.0809,0.0809,0.1818,0.1618,0.082,0.0599,0.0399,0.4745,1.9601,0.2838,10.8907
2452,NODE_2453_length_2053_cov_5.746747,2053,1.3358,0.8523,0.1508,0.3116,0.2943,0.1608,0.3657,0.4446,0.0899,0.3794,1.0857,0.8828,11.0121
2453,NODE_2454_length_2053_cov_4.300300,2053,1.3631,0.3516,0.2701,0.1955,0.516,0.1445,0.4587,0.8807,0.5213,0.4388,3.0042,0.7556,8.8203
2454,NODE_2455_length_2052_cov_5.986980,2052,1.1304,0.1241,0.143,0.204,0.3628,0.225,0.2787,0.2292,0.1199,0.3817,0.193,0.3312,10.9721
2487,NODE_2488_length_2034_cov_4.591208,2034,1.507,0.4947,0.5191,0.103,0.4968,0.1624,0.7298,0.4692,0.1391,1.1258,2.8094,0.7951,10.2399
2502,NODE_2503_length_2026_cov_6.849315,2026,1.432,0.3923,0.1247,0.3966,0.21,0.1322,0.4462,0.3571,0.2804,0.2745,0.4696,0.6194,13.4808
2506,NODE_2507_length_2025_cov_6.944162,2025,1.6295,0.4107,0.3147,0.9253,0.4096,0.0,0.7205,0.4373,0.4677,0.6635,1.3184,0.8896,12.9968
2517,NODE_2518_length_2020_cov_3.509415,2020,1.1564,0.1861,0.3102,0.1251,0.4733,0.0417,0.2545,0.2738,0.0,0.6428,2.2433,1.1075,8.2187
2522,NODE_2523_length_2018_cov_4.094244,2018,1.3291,0.4711,0.1467,0.7045,0.2784,0.5803,0.7789,0.2484,0.1017,0.8009,3.2928,1.1997,7.3453
2531,NODE_2532_length_2015_cov_5.087755,2015,1.5227,0.4906,0.2976,0.8155,0.3759,0.4257,0.3887,0.533,0.341,0.326,2.6788,0.963,10.637
2537,NODE_2538_length_2012_cov_5.271334,2012,1.0529,0.1595,0.3695,0.0757,0.3663,0.0644,0.3378,0.4404,0.0,0.3969,2.0247,0.3104,8.0897
2543,NODE_2544_length_2007_cov_7.214139,2007,1.7361,0.2477,0.3102,1.1012,0.3489,0.0205,0.5665,0.6607,0.1023,0.6656,3.357,1.028,12.4249
2544,NODE_2545_length_2006_cov_4.898001,2006,1.629,0.3125,0.2489,2.6864,0.5345,0.3885,0.9639,0.9149,0.2457,0.9003,1.9267,1.6293,8.7969
2553,NODE_2554_length_2002_cov_5.573190,2002,1.4004,0.0832,0.2484,0.1215,0.1458,0.7694,0.23,0.2289,0.2916,0.8871,2.419,0.196,11.1836
2554,NODE_2555_length_2002_cov_5.080637,2002,1.3754,0.351,0.1868,0.1231,0.419,0.1026,0.5977,0.4131,0.0853,0.4066,2.8882,0.6474,10.2846
2555,NODE_2556_length_2002_cov_4.242424,2002,1.2713,0.0691,0.1663,1.3175,0.4185,0.0616,0.3602,0.2214,0.0464,0.8564,2.8834,0.6425,8.2122
2557,NODE_2558_length_2001_cov_5.187050,2001,1.225,0.4581,0.3382,0.1653,0.3944,0.0821,1.0265,0.3976,0.0616,0.4203,0.4489,0.3868,10.5203
2575,NODE_2576_length_1991_cov_4.586260,1991,1.3599,0.39,0.2955,0.2406,0.4345,0.1456,0.2575,0.5171,0.1076,0.7512,1.8881,1.5921,9.6985
2576,NODE_2577_length_1991_cov_4.585227,1991,1.3453,0.9756,0.1879,0.1695,0.66,0.1456,0.4536,0.3254,0.4552,0.2944,2.5269,0.4226,9.5274
2580,NODE_2581_length_1990_cov_4.448579,1990,1.5062,0.3853,0.3207,2.2016,0.5614,0.2418,1.1304,0.4033,0.0837,0.638,2.6984,0.7304,8.6793
2582,NODE_2583_length_1990_cov_4.214470,1990,1.5322,0.3283,0.4022,0.9462,0.8505,0.1272,0.7647,0.8136,0.5283,1.1663,0.6326,1.6511,10.1755
2597,NODE_2598_length_1984_cov_5.408502,1984,1.261,0.145,0.1243,0.2028,0.5393,0.1221,0.3953,0.3784,0.1668,0.5774,2.1854,0.9373,9.3571
2604,NODE_2605_length_1982_cov_3.464453,1982,1.1854,0.5611,0.3657,0.4061,0.4683,0.3111,0.5753,0.7233,0.2571,0.565,0.8886,1.3133,7.7898
2606,NODE_2607_length_1978_cov_5.089964,1978,1.5552,0.5443,0.3392,0.2013,0.7817,0.6893,0.6411,0.82,0.419,0.7259,2.9885,0.6247,9.8868
2610,NODE_2611_length_1976_cov_6.423738,1976,1.6137,0.3691,0.2552,0.195,0.3538,0.3593,0.4447,0.2831,0.1687,0.3872,0.3198,0.4869,15.7421
2617,NODE_2618_length_1972_cov_5.528951,1972,1.4015,0.2766,0.5538,0.0626,0.6142,0.528,0.4896,0.4566,0.1734,0.3666,2.0329,0.4632,10.8002
2652,NODE_2653_length_1960_cov_3.950131,1960,1.3618,0.2541,0.2144,1.9171,0.2564,0.1801,0.484,0.2155,0.1978,0.7403,3.237,0.5453,8.0994
2670,NODE_2671_length_1953_cov_4.391992,1953,1.3499,0.6428,0.3649,0.5596,0.4825,0.3383,0.6772,0.558,0.0444,0.7449,1.162,1.1226,9.5019
2686,NODE_2687_length_1945_cov_7.761376,1945,1.9323,0.3237,0.2318,0.4234,0.4412,0.2479,0.7426,0.4925,0.1058,1.2964,3.2462,0.9315,14.7042
2703,NODE_2704_length_1938_cov_3.821030,1938,1.0453,0.3121,0.2584,0.3691,0.4832,0.2763,0.401,0.4077,0.2947,0.2808,0.4144,1.0772,7.9687
2726,NODE_2727_length_1927_cov_3.982372,1927,1.5234,0.4057,0.4209,0.377,0.9871,0.4547,0.5166,0.9038,0.493,1.067,2.1345,1.2707,9.2504
2735,NODE_2736_length_1923_cov_6.337259,1923,1.8412,0.6215,0.3762,0.5166,0.401,0.1077,0.709,0.3237,0.2329,0.8737,4.6892,1.2532,11.9898
2736,NODE_2737_length_1922_cov_5.761114,1922,1.4695,0.4774,0.281,0.3787,0.6433,0.4842,0.2619,0.4475,0.1998,1.4887,0.4989,0.6258,11.8471
2749,NODE_2750_length_1914_cov_4.607316,1914,1.3652,0.2228,0.1984,1.6712,0.5697,0.14,0.6967,0.4337,0.0431,0.9274,1.0193,1.0805,9.3798
2750,NODE_2751_length_1914_cov_4.502959,1914,1.3464,0.4762,0.2664,0.6468,0.3781,0.3135,0.9734,0.4881,0.1417,0.7177,1.9728,0.9785,8.8039
2765,NODE_2766_length_1909_cov_4.700647,1909,1.4711,0.3775,0.2695,0.3945,0.4025,0.6163,0.647,0.4531,0.2888,1.0705,2.1882,0.9801,9.9653
2768,NODE_2769_length_1907_cov_7.066955,1907,1.4599,0.1582,0.7467,0.1946,0.2652,0.1548,0.2231,0.3432,0.0899,0.4718,1.0194,0.6448,13.2072
2789,NODE_2790_length_1900_cov_4.766938,1900,1.294,0.3206,0.2411,0.2994,0.2423,0.2606,0.3966,0.3194,0.4171,0.8766,1.7063,0.7749,9.6726
2792,NODE_2793_length_1899_cov_4.356291,1899,1.4522,0.486,0.319,0.96,0.4294,0.2607,0.5186,0.8565,0.5638,0.6569,0.4677,1.8931,10.0143
2817,NODE_2818_length_1891_cov_4.765795,1891,1.3993,0.9248,0.498,0.6571,0.583,0.3561,0.4566,0.4182,0.2148,0.5451,1.9845,1.135,9.019
2819,NODE_2820_length_1890_cov_5.720436,1890,1.5277,0.8598,0.2218,0.1983,0.4213,0.2207,0.5966,0.4569,0.2408,0.4644,2.3954,1.3374,10.919
2845,NODE_2846_length_1881_cov_6.276561,1881,1.7554,0.3801,0.4339,0.6528,0.3143,0.2507,0.476,0.543,0.1363,0.4558,3.6655,1.171,12.5858
2853,NODE_2854_length_1878_cov_6.080088,1878,1.5573,0.14,0.147,0.11,0.5098,0.6806,0.5584,0.3669,0.0741,0.57,1.4149,1.3056,12.8108
2854,NODE_2855_length_1878_cov_4.758091,1878,2.4285,1.3339,1.2373,1.0382,1.798,0.7905,1.3189,2.1632,1.18,2.0689,3.2714,2.3756,10.566
2871,NODE_2872_length_1874_cov_6.349093,1874,1.4851,0.3376,0.2164,0.3074,0.616,0.0441,0.2923,0.3805,0.1415,0.3573,2.5945,0.6932,11.8405
2894,NODE_2895_length_1866_cov_8.107123,1866,1.5346,0.2483,0.0886,0.0664,0.2471,0.1131,0.4073,0.2115,0.1632,0.2296,2.2955,0.5221,13.8228
2897,NODE_2898_length_1866_cov_3.741027,1866,1.239,0.3159,0.2937,0.3094,0.3304,0.0221,0.5466,0.6305,0.0676,0.8368,2.5857,0.9744,7.9551
2940,NODE_2941_length_1847_cov_5.301897,1847,1.2049,0.1391,0.0236,0.0495,0.3229,0.0,0.2652,0.2646,0.0224,0.274,1.6712,0.2198,11.2062
2957,NODE_2958_length_1842_cov_5.653050,1842,1.4472,0.4184,0.1111,1.068,0.3712,0.2163,0.4078,0.5089,0.0461,0.6141,0.4817,0.2955,12.8268
2968,NODE_2969_length_1839_cov_4.640135,1839,1.6017,0.495,0.534,1.3185,0.5583,0.3943,0.6679,0.5779,0.2664,0.8834,3.2362,1.3079,8.9811
2976,NODE_2977_length_1837_cov_5.151515,1837,1.3925,0.4552,0.3373,0.1138,0.4825,0.1648,0.4991,0.6633,0.1375,0.2875,3.2021,0.4778,9.8892
2986,NODE_2987_length_1834_cov_5.874087,1834,1.5298,0.4121,0.2922,0.0368,0.4192,0.1413,0.4691,0.2506,0.2031,0.8646,1.9976,0.8432,12.4276
3017,NODE_3018_length_1823_cov_4.933824,1823,1.5452,0.4937,0.1686,0.3766,0.5935,0.2678,0.5876,0.3682,0.263,0.7729,2.5768,1.1668,10.9074
3089,NODE_3090_length_1800_cov_4.098567,1800,1.4454,1.3061,0.5406,0.6358,0.6752,0.5006,1.163,1.1515,0.1758,1.3339,0.7121,1.0,8.1503
3100,NODE_3101_length_1797_cov_4.518370,1797,1.3429,0.2137,0.3291,0.221,0.6667,0.1882,0.4104,0.4523,0.2101,0.5471,2.7389,0.861,9.2769
3107,NODE_3108_length_1793_cov_5.640967,1793,1.7566,0.4066,0.3323,0.5058,0.4108,0.1181,0.9343,0.4723,0.9525,0.6062,4.6105,1.0304,10.6999
3109,NODE_3110_length_1793_cov_4.149022,1793,1.6704,0.8533,0.3128,0.8929,0.5295,0.3713,0.6835,0.5234,0.1643,1.4498,4.2502,1.1503,8.8637
3112,NODE_3113_length_1792_cov_6.398964,1792,1.5951,0.7515,0.2119,2.3484,0.352,0.1644,1.0938,0.3532,0.1449,0.5225,0.9026,0.3861,11.9099
3127,NODE_3128_length_1788_cov_4.789383,1788,1.6918,0.6343,0.4457,0.6496,0.6166,0.116,0.7998,0.6886,0.3364,0.9976,2.7808,1.6874,10.5495
3130,NODE_3131_length_1787_cov_5.494804,1787,1.4643,0.2633,0.3757,0.4484,0.9346,0.1393,0.4692,0.5486,0.3335,0.4936,1.788,1.1747,10.6029
3131,NODE_3132_length_1787_cov_4.689954,1787,1.4437,0.5498,0.4484,0.2358,0.4679,0.3629,0.7563,0.7214,0.2566,0.5296,2.5913,0.8766,9.5278
3139,NODE_3140_length_1782_cov_4.852345,1782,1.5925,0.5766,0.2377,0.4363,0.3603,0.3211,0.663,1.03,0.451,0.5674,2.2898,1.3009,10.8756
3143,NODE_3144_length_1781_cov_4.736964,1781,1.3686,0.6468,0.2612,0.3066,0.5175,0.1422,0.7253,0.8571,0.1422,0.756,0.4721,1.7897,9.8069
3169,NODE_3170_length_1775_cov_4.375581,1775,1.3803,0.0702,0.1415,0.0,0.2855,0.0468,0.3778,0.4302,0.0714,0.896,4.6812,0.3077,9.2548
3177,NODE_3178_length_1770_cov_4.281050,1770,1.1912,0.9574,0.4815,0.5475,0.3043,0.2407,0.5253,0.6235,0.5173,0.3315,0.5685,0.9457,8.2512
3196,NODE_3197_length_1762_cov_4.360281,1762,1.3444,0.7357,0.1055,0.1228,0.4702,0.0471,0.4591,0.5986,0.1266,0.6464,1.8257,1.2022,9.7928
3218,NODE_3219_length_1756_cov_4.359788,1756,1.3565,0.5324,0.462,0.3705,0.5654,0.1793,0.6893,0.5542,0.4184,0.6382,1.3493,0.977,9.5417
3235,NODE_3236_length_1748_cov_4.522741,1748,1.5076,0.4606,0.3917,0.8511,0.6615,0.2046,0.6727,0.5275,0.3486,1.0526,2.3811,1.0538,9.4856
3239,NODE_3240_length_1747_cov_5.046099,1747,1.517,0.4421,0.4621,1.31,0.4371,0.119,0.8203,0.5122,0.0989,0.7063,2.6819,0.9643,9.65
3259,NODE_3260_length_1741_cov_4.468565,1741,1.5336,0.6725,0.2891,0.6059,0.3482,0.4758,0.8649,0.5387,0.4626,0.8265,2.1653,1.9139,9.2401
3263,NODE_3264_length_1739_cov_4.042755,1739,1.5099,1.2008,0.1938,0.1447,0.6715,0.1693,0.7074,0.4972,0.5022,1.5721,3.2209,0.5406,8.6979
3267,NODE_3268_length_1738_cov_4.669638,1738,1.4764,0.4421,0.17,1.9559,0.4673,0.4118,0.4477,0.3917,0.2179,0.5894,2.0699,0.8312,9.7217
3284,NODE_3285_length_1731_cov_5.165274,1731,1.3361,0.7008,0.1708,0.6148,0.4706,0.3175,0.5515,0.6844,0.1935,0.4491,1.2264,0.9077,9.7464
3311,NODE_3312_length_1722_cov_5.873425,1722,1.6428,0.624,0.3702,0.5547,1.1005,0.1221,0.8225,0.5083,0.2684,1.0814,1.8715,0.6164,11.7735
3314,NODE_3315_length_1722_cov_4.559688,1722,1.1448,0.2201,0.3193,0.1934,0.5025,0.0483,0.4275,0.334,0.0967,0.6177,1.9885,0.9001,8.0897
3326,NODE_3327_length_1720_cov_3.208408,1720,1.2877,0.4115,0.6204,0.8599,0.6777,0.0726,0.6535,0.6025,0.1707,0.8497,2.828,0.5236,7.1828
3333,NODE_3334_length_1716_cov_3.230584,1716,1.1527,0.1264,0.4125,0.0868,0.4968,0.1456,1.2682,0.3231,0.0498,0.5262,1.461,1.2139,7.7222
3335,NODE_3336_length_1715_cov_4.658434,1715,1.4904,0.8313,0.1968,0.2211,0.4454,0.3105,0.7272,0.4958,0.0997,0.6786,3.4281,0.7067,9.7431
3344,NODE_3345_length_1711_cov_5.319444,1711,1.5215,0.3857,0.3716,0.262,0.5215,0.1704,0.5458,0.6105,0.0269,0.6771,2.3985,1.1262,11.1614
3345,NODE_3346_length_1711_cov_5.140097,1711,1.4696,0.4363,0.2473,0.2729,0.4728,0.779,0.3011,0.3447,0.2755,0.9635,2.3889,0.6419,10.5119
3349,NODE_3350_length_1709_cov_2.527207,1709,0.8495,0.3233,0.195,0.0577,0.2014,0.2809,0.3964,0.4689,0.0744,0.4766,0.4516,0.7357,6.5318
